MovieID,Title,ReleaseYear,DurationMinutes,Language,Country,Budget,BoxOffice,Description,GenreID,DirectorID
286,Ken Unmei Senshi,2002,118,Japanese,Japan,33461457.36,71476773.37,The plot tells a story where love and drama intertwine. Stands out with its original script and captivating storyline. The film takes the audience on a deep adventure. Centers on childhood memories and family bonds.,7,7
287,Tormenta Noche Fuego,1990,140,Spanish,Mexico,84407726.38,272581939.65,A must-watch for its gripping script and powerful performances. A production that will be remembered in cinema history. A thrilling production filled with suspenseful moments. Centers on childhood memories and family bonds.,4,37
288,Tsuki Shizukesa Ken Tabibito,2013,122,Japanese,Japan,108490327.97,449709616.92,Notable for its color palette and cinematography. Enriched with cultural elements and historical references. Amazes viewers with its visual effects.,9,17
289,Batalla Legado,1994,96,Spanish,Spain,189052809.2,606530199.43,Amazes viewers with its visual effects. Offers a unique interpretation of historical events. Stands out with excellent music and set design.,2,14
290,Kingdom Storm,1974,123,English,United Kingdom,90792186.87,239136936.36,Aesthetically and artistically successful film. Amazes viewers with its visual effects.,9,80
291,Raat Prem Jeevan Safar,2005,124,Hindi,India,268526451.86,676195252.71,Its fast pace and surprising ending astonish viewers. The film takes the audience on a deep adventure. Stands out with its original script and captivating storyline. Features powerful dialogues and cleverly constructed plot. Enriched with cultural elements and historical references.,5,72
292,Susurro Dragn,1978,152,Spanish,Mexico,18707620.55,91220845.84,Centers on childhood memories and family bonds. Focuses on characters with psychological depth. Its fast pace and surprising ending astonish viewers. Stands out with fast-paced action scenes. Stands out with its original script and captivating storyline.,5,6
293,Haneul Sarangi Baram,2018,151,Korean,South Korea,233921965.96,538914177.88,Elegantly addresses the relationship between nature and humanity. Amazes viewers with its visual effects. Offers a unique interpretation of historical events.,9,50
294,Senshi Yrei Hana,2020,144,Japanese,Japan,212472329.38,608272033.52,Stands out with its original script and captivating storyline. Worth watching for its emotional depth and character development.,9,59
295,Kaze Yrei Taiy,2004,85,Japanese,Japan,192064795.27,910234822.79,Amazes viewers with its visual effects. Focuses on characters with psychological depth. A thrilling production filled with suspenseful moments.,4,38
296,Yrei Kaze Unmei Ken,2011,127,Japanese,Japan,97706280.73,464976883.83,The plot tells a story where love and drama intertwine. Notable for its color palette and cinematography. The film takes the audience on a deep adventure. Its mysterious atmosphere captivates the audience.,6,78
297,Nuit Sang Rve Voix,2016,112,French,France,291495609.14,850656806.67,Stands out with excellent music and set design. Worth watching for its emotional depth and character development. A must-watch for its gripping script and powerful performances.,5,23
298,Geist Kampf Traum,1983,99,German,Germany,134093743.77,507431319.4,A striking film with strong social messages. Stands out with its original script and captivating storyline.,10,51
299,Gidae Baram Saebyeok Sarangi,1981,152,Korean,South Korea,147410255.79,557602873.02,Interpersonal relationships are impressively portrayed. Centers on childhood memories and family bonds. Features powerful dialogues and cleverly constructed plot.,3,25
300,Nuit Voix Cur,1974,134,French,France,73953523.44,339527263.23,Features powerful dialogues and cleverly constructed plot. A thrilling production filled with suspenseful moments.,3,10
